L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,branch-instructions,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,iTLB-load-misses,instructions,node-loads,node-stores,class 
476679,10093142,3669026,125089,6396,65584,8364469,10112325,104978,863839,11065,310502,1038,31123675,7057,715,benign
141928,2813987,1774661,158748,122,47677,128602,2288614,3297,15155,182,12417,3751,615507,95,74,benign
253473,17448241,5976029,48775,12127,42800,8392470,16895592,59275,823346,2698,322304,2805,36516141,2653,4,benign
400659,9752729,4944211,186594,7886,89491,9000736,8998370,118250,915856,38777,261650,5023,53861320,20425,2021,benign
381798,9171599,4136015,185476,8451,111971,8626039,8134328,80504,876506,16256,362587,6011,35391705,9444,515,benign
179447,17981473,10001527,34949,1265,87046,17225608,17645740,155485,920683,942,134462,1164,72365779,855,39,benign
73081,2693216,887944,33964,7852,70645,3598024,2399090,3983,33592,12054,16926,1383,17016549,4681,141,benign
436,5930,3786,536,64,453,7009,5692,381,1687,3,2356,127,33565,2,0,benign
495,5936,3796,777,263,383,7043,4856,424,1712,21,2355,90,33734,10,3,benign
415494,11035498,4804536,236890,210,212782,1437453,9531586,27324,119699,1160,73205,1384,5346231,914,132,benign
517,3601,2373,870,353,367,2553,2570,328,3536,1342,1731,74,11920,353,25,benign
2234,34130,21776,3109,221,1734,31254,23409,1136,9539,3104,7121,169,155035,911,90,benign
40809,835375,524018,46425,103,13635,1528862,684420,10633,184317,1819,133622,953,6549423,832,5,benign
3023,48377,31480,4794,1246,1682,47718,34401,1941,9245,1284,10205,136,170659,370,102,benign
444535,5982916,4244921,176354,10362,148600,4759045,4614424,80487,624185,10928,397002,7753,24074110,10505,266,benign
498,5953,3789,808,272,367,12239,4880,483,3439,14,2467,70,57730,5,8,benign
498,7541,3796,728,266,443,6912,7035,461,1738,8,2123,62,33792,2,1,benign
389659,8318998,4530065,281998,20955,165985,7732989,7173810,119114,947696,34325,498772,14404,34550153,22650,2535,benign
2952,27834,19464,1850,1242,1511,16200,16736,608,4118,448,4462,101,86427,323,86,benign
277593,12726002,7617794,64444,2223,120213,11798127,11275800,44080,970809,1066,180335,1348,51640481,601,403,benign
806162,22655709,9538854,3801,15502,40661,972047,2044733,2423,119740,17071,31892,77,11435938,9880,1632,benign
527,3570,2344,799,384,408,2558,2542,3687,26109,1573,7486,68,1377506,999,76,benign
483,5990,3828,800,257,448,7046,5443,483,1778,5,2644,110,33847,3,0,benign
77198,10231739,3810600,4630,7731,13438,6751955,10341211,21972,998158,25261,53661,71,115316366,19518,4163,benign
101327,1820337,1051741,14357,6270,31095,4904048,1252373,95130,661914,36379,195299,295,23232136,26015,2845,benign
4272,60742,37589,1969,818,2170,61138,40352,1296,10155,1521,9430,13,321107,1301,165,benign
1806,7525,9042,929,322,445,7014,6999,390,3029,918,2880,90,33564,26,549,benign
334958,9572993,4539206,267704,3336,105598,9117922,9455362,128709,962248,6092,278184,5403,36119684,3880,318,benign
2892,5984,15423,2609,845,340,6999,4929,336,1663,4,1726,253,33686,1,0,benign
329418,8621978,4003877,159536,8439,98020,8381745,8298062,110742,947145,17820,217831,4899,34796060,12430,1193,benign
61714,445887,275878,25274,4170,21815,371821,284133,11782,85330,8431,58499,1286,1961114,4682,304,benign
6400,51735,30011,9576,3380,4991,59930,37481,2211,12379,4806,6784,938,331417,1211,200,benign
2918,47674,32990,4948,1057,1636,15345,30647,690,4935,2570,3444,64,84244,427,47,benign
458,5672,3584,740,9,323,7143,4672,259,1672,2,2002,69,34077,0,0,benign
419249,8566732,3805232,266192,1124,128549,7755409,8538342,95598,876010,2152,364032,3524,30960993,1548,547,benign
1808,10041,9053,813,319,846,7011,7970,321,1273,2,1686,125,33490,2,0,benign
57724,1030432,504631,53988,3592,32723,4602088,835615,8105,887559,8924,45464,3428,65433245,7104,1703,benign
115538,14086252,7396773,31179,676,33655,14009904,13126025,33911,984305,665,35144,2110,37404209,618,25,benign
2718,83486,27911,3976,1372,1632,59878,59934,2074,11905,4094,5425,297,332778,913,190,benign
254223,10787268,5915871,201015,15267,97644,11854021,10588203,147023,955158,14487,245000,9985,53936033,12546,1464,benign
334050,8530685,6800801,61020,9494,35648,5696378,10553083,101129,814355,127619,488388,2511,26061920,50249,30665,benign
130664,2885965,1253814,37137,10705,30831,11552,2498049,934,5340,1540,6659,1310,56985,411,57,benign
297219,7716431,3500219,274045,2469,146994,6398576,7406495,176705,852080,6983,464674,8317,27629705,5418,1008,benign
190105,9578044,5308435,28844,5739,18547,6355295,9052783,25157,574195,142862,389894,916,23501890,56307,50511,benign
524,3599,2372,1051,363,383,71828,2565,4629,29739,13384,21859,68,315128,2921,210,benign
900,5270,3144,1065,426,578,38124,3935,1969,9928,2092,9870,75,167497,628,58,benign
28496,2946670,799666,14425,2986,7575,62944,1483825,3498,14852,2111,11918,668,6235046,957,236,benign
1676,7538,9057,660,1,378,7004,7028,424,1611,9,2135,107,33533,0,0,benign
401728,4197418,2892422,111227,260,86320,12515247,2591815,143670,1258184,20832,432788,3107,54155412,12083,1057,benign
196432,3813569,2477831,231412,81,59279,1614715,3192511,13325,153938,674,68516,3551,7087688,566,61,benign
6099,85176,47662,12861,2731,4334,2532,69403,331,2951,1647,1697,640,11806,341,21,benign
3455,27554,20541,1463,263,1280,16150,16179,627,3850,935,4771,95,86765,737,69,benign
341401,9063470,4238123,151447,5828,81386,7996336,8130541,115809,955727,10105,253702,4498,32611917,11083,423,benign
528685,9551153,4208341,118540,134,275833,8905684,8777691,32616,998469,194,478842,1213,35059678,114,62,benign
140287,31347110,9657211,12415,4789,19719,5960157,4982271,64438,862691,65135,328095,472,34999821,28604,2325,benign
3067,28718,19673,2066,335,1384,16165,16373,642,3893,364,4578,91,94456,258,69,benign
2939,30305,18499,1672,795,1369,16361,16166,625,4051,440,4648,108,87731,363,77,benign
127949,12620276,6615151,40472,648,35800,12283548,11883422,37413,930977,970,47131,1963,51635250,734,177,benign
221511,2965405,1411285,109534,6156,34150,263689,2316078,5702,41382,8367,15779,2531,1195994,5628,171,benign
5887,30339,17977,9433,3080,4568,60178,20860,2297,12779,5573,6801,891,332201,1365,211,benign
565795,10047999,5870331,173948,4417,113704,4953413,5270670,60552,798439,12853,408169,4425,33087442,5433,4190,benign
87700,3308088,1663559,83260,3224,40831,200582,2852427,5727,25847,368,18859,2864,511679,272,58,benign
1831,5984,9071,1068,321,360,205665,4925,7827,49433,9512,26736,81,58669,3458,439,benign
1726,7545,9082,725,1,377,117085,7028,2542,22146,1313,11295,86,512859,695,19,benign
386940,8294964,4333354,199279,33328,125934,2119410,6159365,10620,253142,16647,53196,11768,18692500,6527,1665,benign
1867,32117,19597,1717,257,1298,19404,20731,916,4275,368,4481,69,103631,235,28,benign
525,3582,2355,1150,383,397,4832,2553,342,2969,1693,1756,65,11989,357,25,benign
723698,22413741,14485592,29044,22374,61788,5840806,6972030,131406,928814,44202,131553,359,48214315,35482,1741,benign
158288,3413785,1813452,136627,18278,71021,11447259,2715210,137865,875533,19235,256836,7212,50748927,11766,824,benign
156608,2016955,1095917,112645,30348,77412,2203125,1567819,109815,546848,38656,289886,6792,22309406,17732,1773,benign
549838,12240889,5445402,82926,5808,76160,1475511,10409639,29190,126098,2710,74589,481,5540194,2389,133,benign
2975,27250,18333,1591,276,1351,3631,16014,328,2587,499,1804,84,16290,431,19,benign
217451,3959023,2639083,94908,10349,89831,1024277,3237047,16220,171314,12364,58708,4821,4452676,6691,678,benign
11267,8516600,87038,7692,5024,7482,87802,165380,4633,28604,5538,25373,351,27472343,2133,88,benign
288140,9947309,4695707,148323,3467,37831,10573097,10099228,102085,919593,28128,137348,3607,44009957,16481,881,benign
475807,9809487,6251580,306287,1670,111936,7745476,8003375,62335,821331,3131,352305,14611,35208098,3182,10,benign
2411,14423,13059,1541,270,866,10187,12898,725,5019,1156,3919,188,33561,122,0,benign
2243,14624,13164,887,8,504,4844,10300,253,1122,1,1309,105,20923,1,0,benign
12385,58663,33558,8796,769,7309,99378,37103,5041,32774,6907,29500,545,474111,3429,114,benign
6003,493723,233750,3040,952,2057,371611,371545,4621,35328,2587,7112,136,2079810,1165,215,benign
192434,3792903,2470986,228633,146,61191,2457317,3084126,23272,197276,676,108125,2393,9480975,457,91,benign
439,5977,3807,747,2,308,7009,4883,427,1611,1,2106,62,33566,1,0,benign
125927,5856209,1844428,15014,4358,16913,161323,5301846,5656,32324,2632,29119,1775,764750,1284,84,benign
418617,15928446,7155202,311235,13089,115874,9726036,13714630,164705,969802,13697,429711,5272,48384208,6215,1733,benign
217461,9095130,3317181,67257,4435,47410,9330545,8983114,33117,978486,4000,62529,2385,36411370,2204,119,benign
3106,27575,18499,2923,939,1354,16761,16247,597,3808,368,4799,98,84838,293,66,benign
192420,12138642,4054407,17802,33850,80697,10596738,7418374,62166,937104,55022,158367,7720,74073198,18990,9813,benign
419837,7934462,3363016,254871,2759,186075,8390869,7773104,90796,924591,1821,344252,9881,33470053,1390,408,benign
3366089,14577627,4980672,92216,36113,338536,10193824,9881434,147188,1004388,40604,402637,5979,47263232,34476,1220,benign
2917,27856,18657,1993,862,1424,16177,16355,541,5774,1531,4472,94,86815,806,90,benign
506050,16656514,9712506,267277,27035,66996,6930994,6805821,74256,985930,52505,125119,2631,61869081,32006,19654,benign
26897,334719,209659,17137,6464,12034,1138615,252250,48530,154831,21017,106897,605,4940480,13678,698,benign
523822,8632322,4478232,274613,43897,209634,1358514,7819113,70371,207089,9300,157470,8591,6671306,6343,1220,benign
251740,5818636,2481299,58398,14193,54537,3774541,5909988,39086,456198,16745,88960,2894,15673851,10642,1102,benign
3705,74269,46231,2791,265,2684,14674,47331,537,3005,166,3423,98,78195,79,43,benign
49119,1905500,946276,46557,1162,23403,258607,1635158,6208,32891,489,25905,1270,1961757,297,136,benign
501,7544,3789,724,276,472,6685,7034,387,1672,11,2241,66,21039,9,0,benign
1721,7562,9102,657,1,375,5994,7061,337,1359,15,2108,93,21495,11,23,benign
697875,23665687,11374760,21363,9694,57256,4600,5992179,437,2392,5,1661,175,20275,5,0,benign
6939,858024,491010,5766,1903,3478,2553,914918,346,1096,73,1645,240,11915,26,0,benign
6643,87412,49028,13946,2981,4865,4781,70783,427,3759,1728,2208,675,23638,636,22,benign
293458,7552931,3385050,285560,637,153095,7167080,7181574,125167,906687,3709,411022,11131,29265054,2511,864,benign
338198,8379846,4091017,312746,2353,145762,7929701,8000627,175812,971113,6457,466735,6501,31470174,3735,503,benign
393060,10613550,5421045,85671,14431,94389,9327554,8494197,213339,940559,34199,209626,3663,42618305,17039,2906,benign
2664,83638,28069,4073,1381,1632,60281,60000,2205,18265,5335,6753,307,332877,1248,195,benign
329360,15892982,8968936,26154,603,191028,18648507,16036013,167841,986091,2285,141222,1918,78490668,2060,42,benign
9579,112193,81504,5751,250,3722,10437,77403,115,1670,29,2473,282,235882,13,15,benign
1774,7536,9082,928,61,426,7031,7035,409,1972,327,2417,80,33752,58,266,benign
542185,7028793,3950022,158486,18645,203344,7940873,5515638,312541,947700,52715,529030,4815,36303240,42604,2375,benign
618,4078,2555,978,387,466,3042,3046,313,2396,557,2063,108,13577,432,12,benign
2903,27557,18610,2034,881,1355,16236,16132,665,4077,409,4680,89,87331,307,65,benign
3984,207506,97648,2095,242,1324,64788,137731,2176,13235,1690,13428,132,340953,673,114,benign
4240,30615,18189,4818,1031,3250,23323,24289,890,7182,1741,5329,511,96593,1010,32,benign
16806,624985,405757,1409,3106,7634,15033,578395,776,4351,323,3396,284,79293,171,56,benign
528,3572,2351,984,333,371,2543,2546,329,3009,1653,1718,72,11864,359,22,benign
499,3557,2333,787,326,348,69672,2523,4321,27375,12496,19320,79,304688,2727,224,benign
314999,8126746,3580055,275189,516,153190,6893802,7433986,128311,877183,1800,461880,4677,28079105,1338,471,benign
509645,9891490,6403286,306783,3786,126880,7634063,8226625,65522,824353,1844,361193,12115,34686231,1753,19,benign
3263863,14341770,4913365,89728,34580,245919,9644910,9768194,141516,938468,39515,398834,6464,44548875,33670,1142,benign
200517,3766836,2372464,235969,70,63086,279288,3205684,6042,141411,404,20606,4129,6665386,174,30,benign
449,5966,3803,776,2,316,10197,4869,727,3019,605,4284,58,50076,2,514,benign
1723,5969,9048,745,9,412,13761,7019,661,3062,40,3226,87,64434,18,0,benign
185385,23482998,7657705,119450,11562,47440,4509811,5052765,8877,899329,9092,33335,2886,64667798,7788,1256,benign
586,3575,2333,1128,337,351,2552,2522,328,2798,1655,1705,74,11907,352,19,benign
189083,3877427,2443018,234061,91,60129,17612,3208171,1133,361447,154,7343,3911,15967754,88,37,benign
208076,11285476,3963365,109692,23816,86159,12664490,10855884,125833,885999,33167,236161,4999,19466249,25059,941,benign
1269,13824,8467,1881,53,923,14939,9432,674,4020,280,4764,33,75456,78,172,benign
63478,464089,381504,12670,1398,6504,16138,356057,698,5439,2937,4235,1058,159665,410,284,benign
41120,480872,270723,22660,5439,17302,341226,346013,17901,78244,12871,51318,962,1700634,4981,471,benign
12057,273088,156074,21812,3492,7390,19869377,203235,42655,909178,68,361538,1050,94468565,56,0,benign
429261,8692703,3783705,259754,1289,134494,9165797,8534652,83518,919868,7646,116827,4166,38483703,8200,1130,benign
28409,191125,165005,8142,2381,4221,2856446,153858,88072,458015,52853,272272,596,714777,29384,2507,benign
353580,13711250,8023877,117887,5786,161695,11657971,12023077,49445,958952,1364,175440,3646,50886653,759,424,benign
1805,5935,9048,1048,319,379,4910,4855,424,3244,1533,2868,82,20980,306,0,benign
2945,19841,12053,6689,1996,2434,50646,18673,307,2319,980,1552,511,11836,324,21,benign
2944,27538,18488,1392,266,1267,15994,16183,512,3569,336,3751,93,85017,260,59,benign
860665,12571336,6895001,260214,13203,318738,9493308,9614823,416229,955000,17029,569189,5624,46459304,10031,2446,benign
389360,4174307,3775032,81370,66909,135087,9046384,3851211,93347,984845,33130,406018,4483,21790192,21979,1386,benign
322040,9582936,4501634,257776,3670,103485,8607541,9477196,122633,898400,6806,265217,4638,34115838,4173,466,benign
200948,3869587,2437535,236195,82,59614,2030506,3291794,22317,269765,285,186342,3745,8373828,214,4,benign
519634,9604056,4417609,129543,5146,104605,5532602,5834714,269963,827827,15258,307507,3177,42357014,6719,4091,benign
489,5977,3804,787,267,366,6162,4905,482,2295,8,2249,70,27633,1,1,benign
3074,26988,18555,1565,579,1393,16314,15928,637,4128,831,4331,84,87431,677,45,benign
518,5938,3792,785,258,355,9778,4856,599,2990,44,3569,68,42100,7,0,benign
1729,7561,9105,755,1,389,7030,7041,426,2654,644,2949,85,33769,55,558,benign
467696,9026182,4269727,112645,34216,124283,7133647,7414449,107698,838910,53594,263809,6624,34136795,35510,3441,benign
462526,7786427,4345517,318714,28072,170197,10623720,5961679,76955,944219,13449,78048,12846,46417937,10481,306,benign
1737,7552,9067,707,4,404,11913,7042,445,2702,23,2354,84,58385,7,17,benign
2191,13825,13537,2167,551,894,6247,13820,454,1765,594,2648,112,30685,244,9,benign
477094,9828003,6528507,324843,1521,114030,7942004,7939956,64237,824082,3780,334909,13023,35406417,3693,4,benign
13529,1115727,720299,5112,3404,7978,6566,814904,366,2122,279,979,365,28879,4005,15,benign
233034,1513362,755604,57356,10932,134719,980108,1184437,27788,181862,16217,134833,2376,4450471,10247,406,benign
467510,10143813,6094610,326459,1282,121305,7823586,7865392,69173,813952,1901,358750,25599,37001821,1849,10,benign
2235,60630,39384,3957,829,6684,593808,43441,638,5978,414,6841,186,2211553,107,32,benign
993431,5863381,1891415,208283,6983,276840,2711347,4029439,39405,353858,7331,439840,14201,11833755,5361,923,benign
126899,12629205,6651996,57590,621,36183,12418592,11906699,32734,883765,627,103027,2261,52042854,605,5,benign
6120,86169,48276,13234,2858,4336,2554,70113,334,2740,1293,1722,654,11954,319,19,benign
247551,8515964,3625223,144352,29990,104570,9331879,8018045,79580,963553,9301,90326,6685,39066059,7634,1239,benign
1780,7529,9048,929,307,439,5529,7019,364,2234,319,1927,85,24371,267,10,benign
447,5962,3792,544,1,320,7036,4891,411,1646,4,2234,65,33719,264,1,benign
2685,83932,28245,4135,1377,1623,59883,60216,2183,12422,5296,6595,318,331082,1242,214,benign
4924,64850,40351,6335,995,3052,15880,51144,273,2831,237,3104,370,86425,76,36,benign
498570,9904713,6244667,115429,35258,92799,6457883,4631283,57123,905098,41780,147883,6946,66144965,20765,19990,benign
479,5940,3798,549,1,399,231144,5323,7951,2347,13266,28840,105,1111119,3738,23,benign
1778,7531,9048,809,69,444,7019,7016,422,2128,7,2317,107,33592,4,0,benign
1076,4900,3291,1988,588,800,1557808,3319,24392,153430,19426,80709,192,7006949,9291,491,benign
192255,17469466,9720868,33605,1101,100168,18214753,17271677,156386,972121,1593,135271,1576,76554288,1353,39,benign
127793,12439063,6537166,40395,598,35718,12595888,13037182,41529,970550,1009,80736,2148,52929081,685,188,benign
359486,8775541,3578751,144453,5255,103165,8159377,8158592,89609,896041,11489,198949,4642,33993693,8499,452,benign
2288,13894,13091,1603,351,791,4864,11940,333,2373,25,1731,109,20990,23,8,benign
11857,62713,35783,6507,1212,6455,35866,39357,1240,12098,2381,8974,564,189329,1477,68,benign
2127,14632,13469,960,2,426,7046,12156,429,1631,4,2272,109,33767,0,0,benign
